x,y,velocity
9.500000000118611343e-01,1.710000000000000142e+01,5.999999999999999112e+00
9.500000000328225891e-01,1.705000000000000071e+01,5.999999999999999112e+00
9.500000000878155992e-01,1.700000000000000000e+01,5.999999999999999112e+00
9.500000002273950583e-01,1.694999999999999929e+01,5.999999999999999112e+00
9.500000005704585249e-01,1.690000000000000213e+01,5.999999999999999112e+00
9.500000013876883642e-01,1.685000000000000142e+01,5.999999999999999112e+00
9.500000032760341773e-01,1.680000000000000071e+01,5.999999999999999112e+00
9.500000075115969667e-01,1.675000000000000000e+01,5.999999999999999112e+00
9.500000167401867479e-01,1.669999999999999929e+01,5.999999999999999112e+00
9.500000362852064617e-01,1.665000000000000213e+01,5.999999999999999112e+00
9.500000765455259844e-01,1.660000000000000142e+01,5.999999999999999112e+00
9.500001572515730519e-01,1.655000000000000071e+01,5.999999999999999112e+00
9.500003147787335900e-01,1.650000000000000000e+01,5.999999999999999112e+00
9.500006143118924218e-01,1.644999999999999929e+01,5.999999999999999112e+00
9.500011694259407058e-01,1.640000000000000213e+01,5.999999999999999112e+00
9.500021725727896271e-01,1.635000000000000142e+01,5.999999999999999112e+00
9.500039409682426994e-01,1.630000000000000071e+01,5.999999999999999112e+00
9.500069832951354432e-01,1.625000000000000000e+01,5.999999999999999112e+00
9.500120932291844511e-01,1.619999999999999929e+01,5.999999999999999112e+00
9.500204756992604027e-01,1.615000000000000213e+01,5.999999999999999112e+00
9.500339105883504054e-01,1.610000000000000142e+01,5.999999999999999112e+00
9.500549558246306203e-01,1.605000000000000071e+01,5.999999999999999112e+00
9.500871871466169960e-01,1.600000000000000000e+01,5.999999999999999112e+00
9.501354651086245662e-01,1.595000000000000107e+01,5.999999999999999112e+00
9.502062113342348848e-01,1.590000000000000036e+01,5.999999999999999112e+00
9.503076663128051660e-01,1.585000000000000142e+01,5.999999999999999112e+00
9.504500913856794853e-01,1.580000000000000071e+01,5.999999999999999112e+00
9.506458696874995340e-01,1.575000000000000000e+01,5.999993178288680618e+00
9.509094567034754863e-01,1.570000000000000107e+01,5.999784814515965792e+00
9.512571327844659974e-01,1.565000000000000036e+01,5.997625126705335319e+00
9.517065190341760239e-01,1.560000000000000142e+01,5.987325588642473662e+00
9.522758352223974487e-01,1.555000000000000071e+01,5.962760660162786053e+00
9.529829033701586738e-01,1.550000000000000000e+01,5.930716678914168760e+00
9.538439315919807759e-01,1.545000000000000107e+01,5.896997269692758614e+00
9.548721465008226383e-01,1.540000000000000036e+01,5.862975123645257192e+00
9.560763746916507433e-01,1.535000000000000142e+01,5.828751693704134595e+00
9.574596993054326211e-01,1.530000000000000071e+01,5.794322961774425629e+00
9.590183298856536087e-01,1.525000000000000000e+01,5.759684920602859748e+00
9.607408133569300679e-01,1.520000000000000107e+01,5.724833651913582955e+00
9.626076680702757571e-01,1.515000000000000036e+01,5.689765397406084446e+00
9.645914303760683151e-01,1.510000000000000142e+01,5.654476609417083743e+00
9.666569734056283947e-01,1.505000000000000071e+01,5.618963971434270732e+00
9.687618486153295461e-01,1.500000000000000000e+01,5.583224383005825686e+00
9.708564289625493116e-01,1.495000000000000107e+01,5.547254903932409498e+00
9.728839217049667365e-01,1.490000000000000036e+01,5.511052645778867110e+00
9.747808695909221388e-01,1.485000000000000142e+01,5.474614590338088504e+00
9.764793181544524359e-01,1.480000000000000071e+01,5.437937322299585041e+00
9.779119066197466958e-01,1.475000000000000000e+01,5.401016705780747884e+00
9.790203012855214215e-01,1.470000000000000107e+01,5.363842607399752715e+00
9.797656770632248158e-01,1.465000000000000036e+01,5.326347037003333895e+00
9.801381323281969093e-01,1.460000000000000142e+01,5.288299971128963328e+00
9.800885156449268276e-01,1.454805627750000951e+01,5.249646852691856935e+00
9.797661907949086757e-01,1.449737803925326496e+01,5.211190942795898451e+00
9.794013539429244908e-01,1.444938205501391337e+01,5.173130301663541708e+00
9.787654074407412530e-01,1.439927618772818896e+01,5.134583651303875840e+00
9.780583132219823339e-01,1.434915788006281723e+01,5.095459757689549285e+00
9.773355224668228702e-01,1.429902385177198276e+01,5.055955894770011838e+00
9.766351564876493141e-01,1.424889619846256572e+01,5.016135544079702413e+00
9.759804603521796684e-01,1.419877811010357860e+01,4.975997375491558294e+00
9.753842780751222907e-01,1.414864533744964170e+01,4.935526109035058617e+00
9.748547070615934951e-01,1.409849587951383576e+01,4.894707991773649347e+00
9.743964563834820458e-01,1.404832779852442570e+01,4.853531824524529803e+00
9.740101031187043956e-01,1.399813927715156403e+01,4.811986814215592823e+00
9.736896338154932273e-01,1.394792873197654792e+01,4.770062005895558954e+00
9.734192806356043448e-01,1.389769518144739990e+01,4.727746462211330325e+00
9.731703316658899539e-01,1.384743861946965104e+01,4.685029550923498931e+00
9.728982393045748633e-01,1.379716032674630810e+01,4.641901228795435763e+00
9.725401967684245141e-01,1.374686337537105807e+01,4.598352302129409708e+00
9.720133651913805961e-01,1.369655319932343396e+01,4.554374533346686071e+00
9.712140241351326919e-01,1.364623791111358742e+01,4.509960407022220785e+00
9.700179903892003352e-01,1.359592858312083585e+01,4.465102456312351364e+00
9.682825203095944966e-01,1.354563934835515049e+01,4.419792065517493818e+00
9.658496122349715662e-01,1.349538727422975448e+01,4.374017713380392358e+00
9.625502004993021776e-01,1.344519200276717719e+01,4.327762706642142021e+00
9.582084059533948484e-01,1.339507519673208868e+01,4.281170066193423551e+00
9.526451454561568610e-01,1.334505984861976913e+01,4.236543571194696156e+00
9.456813398457794007e-01,1.329516945637532643e+01,4.205031404548435603e+00
9.371426551645939407e-01,1.324542693312658770e+01,4.205606391743479833e+00
9.268694299026685179e-01,1.319585295637841149e+01,4.237906192474353517e+00
9.147358165684925657e-01,1.314646341329280155e+01,4.283142199956518681e+00
9.006798851287231011e-01,1.309726581749785446e+01,4.330555068692857112e+00
8.847413187201362827e-01,1.304825510449538939e+01,4.378032321461589049e+00
8.670460490248506069e-01,1.299885243623405628e+01,4.425242719393372326e+00
8.479930036403839910e-01,1.294989377984721912e+01,4.468987530614261239e+00
8.282316030090803860e-01,1.290167788396740356e+01,4.496070999179370808e+00
8.081969171700360555e-01,1.285352837153214800e+01,4.488086584831958881e+00
7.884978539060222280e-01,1.280528700648534723e+01,4.452138615855494308e+00
7.691122922483849544e-01,1.275463505703140932e+01,4.405452716640110289e+00
7.513553810490286589e-01,1.270337703855786771e+01,4.356814557152633327e+00
7.355834498733638815e-01,1.265422281812808514e+01,4.308590099498917247e+00
7.217372282971671327e-01,1.260485718107211639e+01,4.260772678913670397e+00
7.098533255602795800e-01,1.255523559391443378e+01,4.215570403414790057e+00
6.998678159235561802e-01,1.250535758476893555e+01,4.185048687718465388e+00
6.916552028443091471e-01,1.245528408834869794e+01,4.188418125944577852e+00
6.850509895421336148e-01,1.240504282774251799e+01,4.222309599365443589e+00
6.798728902969666255e-01,1.235466245338596991e+01,4.267773921360799250e+00
6.759334613679359727e-01,1.230423108702008861e+01,4.314797240103294129e+00
6.730387462726321601e-01,1.225378117516942211e+01,4.361415334417994671e+00
6.709940851210451918e-01,1.220328273671482755e+01,4.407530987345974260e+00
6.696146027315746929e-01,1.215275398804725882e+01,4.453172129392489076e+00
6.687291856800794410e-01,1.210220889901397001e+01,4.498354187818986993e+00
6.681876638978397898e-01,1.205165706094252620e+01,4.543052721830121321e+00
6.678674497855847658e-01,1.200110397272304574e+01,4.586554492412620476e+00
6.676788907650580418e-01,1.195055172391758447e+01,4.623582562666603835e+00
6.675689683655579021e-01,1.189999999999999858e+01,4.638014375110738996e+00
6.675232575925593714e-01,1.184944730351964992e+01,4.616351011389963510e+00
6.675661983257021870e-01,1.179889227230713544e+01,4.576252523001819839e+00
6.677597630882261548e-01,1.174833497450011421e+01,4.532101283280779214e+00
6.682005922757660032e-01,1.169777806503786977e+01,4.487253713219019780e+00
6.690156715980298818e-01,1.164722769813948133e+01,4.441955129321217832e+00
6.703567131310643745e-01,1.159669410818640856e+01,4.396194014018993457e+00
6.723936195405151306e-01,1.154619180353201280e+01,4.349954710593054052e+00
6.753077277809841350e-01,1.149573936805765761e+01,4.303208713362768556e+00
6.792885049313464041e-01,1.144530664139308129e+01,4.256066157133801653e+00
6.845237798204356627e-01,1.139492617920216411e+01,4.210656359871861376e+00
6.911946799128148022e-01,1.134468632876293448e+01,4.177572196369130353e+00
6.994776746671440559e-01,1.129461540580167700e+01,4.175906348348553010e+00
7.095323852277792831e-01,1.124474073415347952e+01,4.207398272324723187e+00
7.214806181450476030e-01,1.119512300165597729e+01,4.252880879568004424e+00
7.353838959951515264e-01,1.114576127503620384e+01,4.300810142134907643e+00
7.512043826605795394e-01,1.109661059889976542e+01,4.349133114188978411e+00
7.690025532572057898e-01,1.104534653662890165e+01,4.397887864706659933e+00
7.884211105793188512e-01,1.099469355967123718e+01,4.444918683891237343e+00
8.081432353234799804e-01,1.094645797522179365e+01,4.482177618327244595e+00
8.281950176054765356e-01,1.089831278404435899e+01,4.492549996857318817e+00
8.479687109425199099e-01,1.085010001469842322e+01,4.466704649446744391e+00
8.670299943946280230e-01,1.080114481062754805e+01,4.423195428269560026e+00
8.847311425080812697e-01,1.075174400837414979e+01,4.375981062250719589e+00
9.006736544249203114e-01,1.070273364352914491e+01,4.328480788142025304e+00
9.147321004005711798e-01,1.065353626894573580e+01,4.281046152620719525e+00
9.268672710324624697e-01,1.060414686182443056e+01,4.235810725326445869e+00
9.371414337581994713e-01,1.055457296595186634e+01,4.203607716471482014e+00
9.456806670522274194e-01,1.050483048927388730e+01,4.203245954221594083e+00
9.526447847689264448e-01,1.045494012299318243e+01,4.234883385823176916e+00
9.582082178463491307e-01,1.040492478889474803e+01,4.279550118806985992e+00
9.625501051159399690e-01,1.035480799018107056e+01,4.326161853037420180e+00
9.658495652362983908e-01,1.030461272241956294e+01,4.372433801830491795e+00
9.682824978193993459e-01,1.025436065010373277e+01,4.418224569814184655e+00
9.700179799432240291e-01,1.020407141619338098e+01,4.463550878129339594e+00
9.712140194285033834e-01,1.015376208859131779e+01,4.508424272055284732e+00
9.720133631353569115e-01,1.010344680055383471e+01,4.552853388810134128e+00
9.725401958981866324e-01,1.005313662457963630e+01,4.596845715135449595e+00
9.728982389479231552e-01,1.000283967323456835e+01,4.640408785274289016e+00
9.731703315244693009e-01,9.952561380523192724e+00,4.683550854837044142e+00
9.734192805813959293e-01,9.902304818550017984e+00,4.726281134887028834e+00
9.736896337954259462e-01,9.852071268022555728e+00,4.768609685364539885e+00
9.740101031115376840e-01,9.801860722848136476e+00,4.810547154510008028e+00
9.743964563810157964e-01,9.751672201475475532e+00,4.852104494933538348e+00
9.748547070607767040e-01,9.701504120486134752e+00,4.893292676062922730e+00
9.753842780748623875e-01,9.651354662550346575e+00,4.934122504664511411e+00
9.759804603521002875e-01,9.601221889896418560e+00,4.974605193037055173e+00
9.766351564876261104e-01,9.551103801537434990e+00,5.014754507279438833e+00
9.773355224668163199e-01,9.500976148228014395e+00,5.054585740313282116e+00
9.780583132219805576e-01,9.450842119937183483e+00,5.094100230941858598e+00
9.787654074407409199e-01,9.400723812271811752e+00,5.133234489241189635e+00
9.794013539429247128e-01,9.350617944986083785e+00,5.171791198541663803e+00
9.797661907949088977e-01,9.302621960746735752e+00,5.209861623584561841e+00
9.800885156449269386e-01,9.251943722499991196e+00,5.248327273099286927e+00
9.801381323281970204e-01,9.200000000000001066e+00,5.286990040682754355e+00
9.797656770632248158e-01,9.150000000000000355e+00,5.325046468961414092e+00
9.790203012855215325e-01,9.099999999999999645e+00,5.362551135188559748e+00
9.779119066197469179e-01,9.050000000000000711e+00,5.399734126188056926e+00
9.764793181544526579e-01,9.000000000000000000e+00,5.436663454202691703e+00
9.747808695909223609e-01,8.950000000000001066e+00,5.473349259890817997e+00
9.728839217049668475e-01,8.900000000000000355e+00,5.509795684687160744e+00
9.708564289625493116e-01,8.849999999999999645e+00,5.546006149075688896e+00
9.687618486153295461e-01,8.800000000000000711e+00,5.581983676151390128e+00
9.666569734056285057e-01,8.750000000000000000e+00,5.617731159025666443e+00
9.645914303760683151e-01,8.700000000000001066e+00,5.653251542412444763e+00
9.626076680702757571e-01,8.650000000000000355e+00,5.688547931147207137e+00
9.607408133569300679e-01,8.599999999999999645e+00,5.723623646012412358e+00
9.590183298856536087e-01,8.550000000000000711e+00,5.758482238835760825e+00
9.574596993054326211e-01,8.500000000000000000e+00,5.793127471976407428e+00
9.560763746916507433e-01,8.450000000000001066e+00,5.827563267657015267e+00
9.548721465008226383e-01,8.400000000000000355e+00,5.861793636956143416e+00
9.538439315919807759e-01,8.349999999999999645e+00,5.895822601662168871e+00
9.529829033701585628e-01,8.300000000000000711e+00,5.929552588531108448e+00
9.522758352223966716e-01,8.250000000000000000e+00,5.961657402306792974e+00
9.517065190341729153e-01,8.200000000000001066e+00,5.986493360547738618e+00
9.512571327844548952e-01,8.150000000000000355e+00,5.997299974184538307e+00
9.509094567034367396e-01,8.099999999999999645e+00,5.999726328218849325e+00
9.506458696873707481e-01,8.050000000000000711e+00,5.999989280659281832e+00
9.504500913852671484e-01,8.000000000000000000e+00,5.999999999999999112e+00
9.503076663115368472e-01,7.950000000000000178e+00,5.999999999999999112e+00
9.502062113304781121e-01,7.900000000000000355e+00,5.999999999999999112e+00
9.501354650978945937e-01,7.850000000000000533e+00,5.999999999999999112e+00
9.500871871170240013e-01,7.800000000000000711e+00,5.999999999999999112e+00
9.500549557457323990e-01,7.750000000000000000e+00,5.999999999999999112e+00
9.500339103847925681e-01,7.700000000000000178e+00,5.999999999999999112e+00
9.500204751905525491e-01,7.650000000000000355e+00,5.999999999999999112e+00
9.500120919966594801e-01,7.600000000000000533e+00,5.999999999999999112e+00
9.500069803976070038e-01,7.550000000000000711e+00,5.999999999999999112e+00
9.500039343537374226e-01,7.500000000000000000e+00,5.999999999999999112e+00
9.500021578999096050e-01,7.450000000000000178e+00,5.999999999999999112e+00
9.500011377760444464e-01,7.400000000000000355e+00,5.999999999999999112e+00
9.500005478854771646e-01,7.350000000000000533e+00,5.999999999999999112e+00
9.500001790481811259e-01,7.300000000000000711e+00,5.999999999999999112e+00
9.499998870890606906e-01,7.250000000000000000e+00,5.999999999999999112e+00
9.499995524470512542e-01,7.200000000000000178e+00,5.999999999999999112e+00
9.499990448612665173e-01,7.150000000000000355e+00,5.999999999999999112e+00
9.499981870694720332e-01,7.100000000000000533e+00,5.999999999999999112e+00
9.499967117712242448e-01,7.050000000000000711e+00,5.999999999999999112e+00
9.499942064362082439e-01,7.000000000000000000e+00,5.999920641263052801e+00
9.499900410781115800e-01,6.950000000000000178e+00,5.998696358337034518e+00
9.499832751617336424e-01,6.900000000000000355e+00,5.991573958966899482e+00
9.499725417054480925e-01,6.850000000000000533e+00,5.971838028708358337e+00
9.499559096896122989e-01,6.800000000000000711e+00,5.942230785350087530e+00
9.499307302597793656e-01,6.750000000000000000e+00,5.909057803423022115e+00
9.498934778552863278e-01,6.700000000000000178e+00,5.875146399547470644e+00
9.498396038900505101e-01,6.650000000000000355e+00,5.841004425586789672e+00
9.497634271534612926e-01,6.600000000000000533e+00,5.806661659092107186e+00
9.496580904933763501e-01,6.550000000000000711e+00,5.772114496937628125e+00
9.495156161399355144e-01,6.500000000000000000e+00,5.737359216685609553e+00
9.493270907532536107e-01,6.450000000000000178e+00,5.702391967614725665e+00
9.490830047523908242e-01,6.400000000000000355e+00,5.667208761472267931e+00
9.487737581789221775e-01,6.350000000000000533e+00,5.631805464079324253e+00
9.483903276854970255e-01,6.300000000000000711e+00,5.596177789396810098e+00
9.479250677419217563e-01,6.250000000000000000e+00,5.560321297908180860e+00
9.473725964094384944e-01,6.200000000000000178e+00,5.524231400953784288e+00
9.467306955470078389e-01,6.150000000000000355e+00,5.487903371777412609e+00
9.460011414770673754e-01,6.100000000000000533e+00,5.451332362504192730e+00
9.451903806211156001e-01,6.050000000000000711e+00,5.414513424320380075e+00
9.443099824628267136e-01,6.000000000000000000e+00,5.377441526312109588e+00
9.433768451218956796e-01,5.950000000000000178e+00,5.340111567382420432e+00
9.424131924639624902e-01,5.900000000000000355e+00,5.302518375731977152e+00
9.414464583952617538e-01,5.850000000000000533e+00,5.264656691139148137e+00
9.405091481370706497e-01,5.800000000000000711e+00,5.226521125638705634e+00
9.396386387026850473e-01,5.750000000000000000e+00,5.188106097648032211e+00
9.388766296031074710e-01,5.700000000000000178e+00,5.149405735081385771e+00
9.382676975398918096e-01,5.650000000000000355e+00,5.110413749559427288e+00
9.378563732806408648e-01,5.600000000000000533e+00,5.071123300944838874e+00
9.376825508088941774e-01,5.550000000000000711e+00,5.031525951089594884e+00
9.377758376051368305e-01,5.500000000000000000e+00,4.991601899352024141e+00
9.381503014967633725e-01,5.450000000000000178e+00,4.951300675894030334e+00
9.388076093027848401e-01,5.399656596476257064e+00,4.910605708472938424e+00
9.397164971817286716e-01,5.349547511702041014e+00,4.869661961711479137e+00
9.408273279120172861e-01,5.299906422958350127e+00,4.828496532975222522e+00
9.421190295020596128e-01,5.249891941754508018e+00,4.786935189917562283e+00
9.435309989355660232e-01,5.199878902258634916e+00,4.744954902462241719e+00
9.450128495657131866e-01,5.149866988758848407e+00,4.702585896665398835e+00
9.465148173958581879e-01,5.099855365252179418e+00,4.659832934376469282e+00
9.479871119026661574e-01,5.049854216761048953e+00,4.616690857675978421e+00
9.493799967950251606e-01,4.999863680679302647e+00,4.573149449469358530e+00
9.506451459098346213e-01,4.949872104244134263e+00,4.529193911695786667e+00
9.517382349056183743e-01,4.899878907163737196e+00,4.484809985339209604e+00
9.526237826211920723e-01,4.849883834682874095e+00,4.439984219911549346e+00
9.532805450848549356e-01,4.799887128043832440e+00,4.394702598284071726e+00
9.537068422060869244e-01,4.749889662505677457e+00,4.348949473553004097e+00
9.539253179066670141e-01,4.699887081531419319e+00,4.302707338397594228e+00
9.539864286333232801e-01,4.649878217103154299e+00,4.255959674451983865e+00
9.539706897441848632e-01,4.599869669847563181e+00,4.208692165585537381e+00
9.539895045584960709e-01,4.549863885355608595e+00,4.160889973120434959e+00
9.541836101398316616e-01,4.499863848184588733e+00,4.112536448254804355e+00
9.547190136774695857e-01,4.449872811526940808e+00,4.063611936546535297e+00
9.557800380384301464e-01,4.399893897525259945e+00,4.014091475358847028e+00
9.575595867834885144e-01,4.349929592910553922e+00,3.963941867491119986e+00
9.602473505375792584e-01,4.299981193893652964e+00,3.913118838121717680e+00
9.640172627733978317e-01,4.250048278313311556e+00,3.861565021927217956e+00
9.690156798525392245e-01,4.200128290542686216e+00,3.809209505678869512e+00
9.753511038019246904e-01,4.150216319432353806e+00,3.755969519323609340e+00
9.830846968786640661e-01,4.100305149822560224e+00,3.701754775686620924e+00
9.922189087393075146e-01,4.050385522033820962e+00,3.646475059742309455e+00
1.002680478924343976e+00,4.000446673448901258e+00,3.590073302469258820e+00
1.014295291053985970e+00,3.950477477955818717e+00,3.532781498059396341e+00
1.026756732460504473e+00,3.900467707011233021e+00,3.475789925717212014e+00
1.039605738633337717e+00,3.856044698254438963e+00,3.420395554696338714e+00
1.051314396881508628e+00,3.812161110747561921e+00,3.364422179131299373e+00
1.062790460417888827e+00,3.762615480266574775e+00,3.305170785103022091e+00
1.072198449521860386e+00,3.712750262577649618e+00,3.243544535953337249e+00
1.078626533800430609e+00,3.662437076871460029e+00,3.182122291687693227e+00
1.081301958649849126e+00,3.611577077984448714e+00,3.129892069681305067e+00
1.081098956562480451e+00,3.550202796051549647e+00,3.107152595512572724e+00
1.073416404293803916e+00,3.489841586885356062e+00,3.127529323923194049e+00
1.063342347388073650e+00,3.440063314041828857e+00,3.178859546341343822e+00
1.049392171673109830e+00,3.391036373379689106e+00,3.240492435966668694e+00
1.032300130812339400e+00,3.342645924989652517e+00,3.303125655163017260e+00
1.012978114691472475e+00,3.294734543065530818e+00,3.364986766533572649e+00
9.923881247875701028e-01,3.247126634578899385e+00,3.425708619748322636e+00
9.715362669514665539e-01,3.200983756466092789e+00,3.485268034122632308e+00
9.506512119764749524e-01,3.153179453080238392e+00,3.544449150765769385e+00
9.308272858246522397e-01,3.104050547477307909e+00,3.603235592946558707e+00
9.123060707260584046e-01,3.054930060410828485e+00,3.660982767534874505e+00
8.952752040621865248e-01,3.005802200855129502e+00,3.717387608382851205e+00
8.797878884124940013e-01,2.956657363240075220e+00,3.772468492624781788e+00
8.657987024098379170e-01,2.907491413308235018e+00,3.826331420786990734e+00
8.531937158542147737e-01,2.858304630048934758e+00,3.879093099547302081e+00
8.418129358793510209e-01,2.809100508679957198e+00,3.930864953396161710e+00
8.314666197992177654e-01,2.759884509713953715e+00,3.981746787495539674e+00
8.219482541010476595e-01,2.710662798882171654e+00,4.031467505092931169e+00
8.130458341694237756e-01,2.661348513597317389e+00,4.075701429867613967e+00
8.045554311012946824e-01,2.611913338184567390e+00,4.096668808471619627e+00
7.962901949108106558e-01,2.562425118796276990e+00,4.074788490463539858e+00
7.880878203986798614e-01,2.512869105645279433e+00,4.030097572042578236e+00
7.798154076780303701e-01,2.463290731926990773e+00,3.980204913631858687e+00
7.713736247450737604e-01,2.413673500826053697e+00,3.929281643012397574e+00
7.626970240908799159e-01,2.363994525952627601e+00,3.877620564771742551e+00
7.537466663573261227e-01,2.314350603889256064e+00,3.825207826929109434e+00
7.445165632944599210e-01,2.264719777343686680e+00,3.771978325701170753e+00
7.350385305435294114e-01,2.214932496470509715e+00,3.717810151863169210e+00
7.253662525512489800e-01,2.164949910188793236e+00,3.662597459947938283e+00
7.155802405895670404e-01,2.114730542202836183e+00,3.606238432369915259e+00
7.057881259918886707e-01,2.064231681316443634e+00,3.548561168267847066e+00
6.961674223300962083e-01,2.013045322917379032e+00,3.489319102379839332e+00
6.869068466365910730e-01,1.961098782902156890e+00,3.428416492522018189e+00
6.781681382682651638e-01,1.908753975943941361e+00,3.365933574624863311e+00
6.701852608576257531e-01,1.855991003309841458e+00,3.301893874745032154e+00
6.632258685422562916e-01,1.802807162088983395e+00,3.236252371031362873e+00
6.575895992476401553e-01,1.749222471145488234e+00,3.168965127665233528e+00
6.536044733292982745e-01,1.695285604499022991e+00,3.100052700475287359e+00
6.515509803855401572e-01,1.641340991891605761e+00,3.029597678916612580e+00
6.517741225390646376e-01,1.587521462133346661e+00,2.957586214095624833e+00
6.547247173400307929e-01,1.533706438061530619e+00,2.884366290464819738e+00
6.607860670549627891e-01,1.480116661325905580e+00,2.812781424802290875e+00
6.703312368899725371e-01,1.427030930098520223e+00,2.749689581745923039e+00
6.837012340432839785e-01,1.374784906449079136e+00,2.701080566228591273e+00
7.011736277622622193e-01,1.323761443715880670e+00,2.667802788637244849e+00
7.229249128053742979e-01,1.274370412921336904e+00,2.647949312453496074e+00
7.489949797898820538e-01,1.227019036004143304e+00,2.639190204587157584e+00
7.792647530565699476e-01,1.182077579209790397e+00,2.639374076147697590e+00
8.340053905664815970e-01,1.105709910148385156e+00,2.646658881630015170e+00
8.966388101987660120e-01,1.037653594170940163e+00,2.659622178706076312e+00
9.396583855488518378e-01,9.995597908045414925e-01,2.677362247260901995e+00
